,polarity,tweet_Id,date,fulltweet
436,0.0,1463710114859438080,2021-11-25T03:24:20.000Z,u difference u cambassador france u u person us sends u u cfrench ambassador u u person france sends us u one incorrect one correct
437,0.0,1463710148841467907,2021-11-25T03:24:28.000Z,newsroom brothers gallagher making appearance evening u f ec u f e u f b
439,0.0,1463710291053711361,2021-11-25T03:25:02.000Z,thejeopardyfan u difference u cambassador france u u person us sends u u cfrench ambassador u u person f u
441,0.0,1463710321336479751,2021-11-25T03:25:09.000Z,seen horror well anyone want go pronouncing
446,0.0,1463710929330139142,2021-11-25T03:27:34.000Z,french ambassador ambassador france never gave credit guys real
452,0.0,1463711266271227905,2021-11-25T03:28:54.000Z,sim urinemicroscopy gallery n ncourtesy u f b u f c n n n ndownload boar u
454,0.0,1463711380691775492,2021-11-25T03:29:22.000Z,means believe criminal guilt secondary concern not thing though nothing wrong truth exonerate like someone witnesses murder but nothing stop
458,0.0,1463711611227557893,2021-11-25T03:30:17.000Z,vohra but ravi ashwin not even regular indian test xi u f u f n ndie hard kohli fans heart burn double kohli but ashwin
462,0.0,1463711728588386304,2021-11-25T03:30:45.000Z,obright thought but went back relistened said ambassador france
465,0.0,1463712039327653895,2021-11-25T03:31:59.000Z,sysop right vote not pass freedomtovote act n nif care right vote r u
466,0.0,1463712121418657800,2021-11-25T03:32:18.000Z,u called double no one tried offense found u cnot guilty u
468,0.0,1463712404856971272,2021-11-25T03:33:26.000Z,seen horror well anyone want go pronouncing
469,0.0,1463712491977035777,2021-11-25T03:33:47.000Z,brutal
471,0.0,1463712649892487177,2021-11-25T03:34:24.000Z,no defendant not tried twice offense would u cdouble u not permit
472,0.0,1463712756507594754,2021-11-25T03:34:50.000Z,thatcher major hague ids cameron may blighted leadership gossip challenges n njohnson
474,0.0,1464065153704636416,2021-11-26T02:55:08.000Z,following rookie season saw patriots sneak playoffs rumors already swirling possibility mac jones replaced off season rumors lack arm strength put jones u job come shortly
475,0.0,1464065315231391744,2021-11-26T02:55:46.000Z,maine farmers worried new law may put hard work
476,0.0,1464065318310002688,2021-11-26T02:55:47.000Z,feel thing u
477,0.0,1464065394235293700,2021-11-26T02:56:05.000Z,latest playful news thanks thejeopardyfan funko
479,0.0,1464065626104733698,2021-11-26T02:57:00.000Z,chinese nationals solomonislands suffered great loss second day local riots shops u
483,0.0,1464065732971417605,2021-11-26T02:57:26.000Z,thanksgiving dinner could not beat u ufe f n nmusic fire pit u ufe f n nfriends family u ufe f n njeopardy tv u ufe f u
484,0.0,1464066211067617280,2021-11-26T02:59:20.000Z,rittenhouse canadian still trouble double via
485,0.0,1464066445306998796,2021-11-26T03:00:16.000Z,n n u u u u u u u u u u u u u u u u f u u u u u u c u u u u u u u b u u u u u u u u u u u n n u u b u u u u u u f u u u u u u u u u u u u u u u u u u u u u u u u u u u u u u u u u u u f u u alex trebek u u u u u u u u c u u u u u u u u u u u u u u u u u u u n n u u u u u u u u u u u u u u u u u u u u u u u e u u u u u u u u u u u u u u u u u u e u u u u u u u u u u u u u u u c u u u u f u u u u u u u u u
487,0.0,1464066535052484608,2021-11-26T03:00:37.000Z,n n u u u u u u u u u u u u u u u u f u u u u u u c u u u u u u u b u u u u u u u u u u u n n u u b u u u u u u f u u u u u u u u u u u u u u u u u u u u u u u u u u u u u u u u u
488,0.0,1464066824568393736,2021-11-26T03:01:46.000Z,voice america india china standoff puts pashmina wool industry pakistannews news pakistani
497,0.0,1464068158122340382,2021-11-26T03:07:04.000Z,kedezember
498,0.0,1464068165919338497,2021-11-26T03:07:06.000Z,years ago niece gained job dreams kindy teacher catholic school ns u
504,0.0,1464069126972841986,2021-11-26T03:10:55.000Z,india china standoff puts pashmina wool industry xa xa
505,0.0,1464069134229000193,2021-11-26T03:10:57.000Z,india china standoff puts pashmina wool industry xa xa
506,0.0,1464069141405462531,2021-11-26T03:10:59.000Z,india china standoff puts pashmina wool industry xa xa
507,0.0,1464069174741770248,2021-11-26T03:11:07.000Z,changes made itinerary today basically makes completely different trip richard ex u
508,0.0,1464069223899013122,2021-11-26T03:11:18.000Z,grace fucking killing cause im talking
510,0.0,1464069347471622146,2021-11-26T03:11:48.000Z,u still glad u punch us
511,0.0,1464069597645049860,2021-11-26T03:12:47.000Z,oh bros aren u gon na like
512,0.0,1464070211263365122,2021-11-26T03:15:14.000Z,contestant fashion nged trias nged wore tie far week novelty tie featuring star charts nice tracked ebay listing one want duplicate look n n
513,0.0,1464070249364471808,2021-11-26T03:15:23.000Z,theological note nif create account dm brother drop u cn u word doesn u matter good theology u missed point assume soul
519,0.0,1464071051688783886,2021-11-26T03:18:34.000Z,u growing intensity immediate n nwe u seen germany cambodia rwanda nit leads u
521,0.0,1464071353544310793,2021-11-26T03:19:46.000Z,india ex wife standoff puts pashmina wool industry voice america
524,0.0,1464071653923729413,2021-11-26T03:20:58.000Z,happy thanksgiving almost people enjoy embellishment mundane n nlove fam
530,0.0,1464072315331776519,2021-11-26T03:23:35.000Z,u f tottenham qualification knockout stages uefa europa conference league real lose away slovenian side ns mura n nshocker n n soccertalk soccer soccernews football footballnews europaconferenceleague uecl tottenham mura
532,0.0,1464072440007602200,2021-11-26T03:24:05.000Z,pedsmd pro tip u find program residents really look feeling grateful co resid u
533,0.0,1464072463751557130,2021-11-26T03:24:11.000Z,trump agenda maga propaganda media goal derail maga agenda lies disinformation misinformation fake anonymous sources yrs continues today ensure marxist democrats obtain retain power u f fa u f f see last months proof
537,0.0,1464072812952530957,2021-11-26T03:25:34.000Z,problem actually properly start helping would try rescue someone tender ministrations gang blue would put lives along side person thug cops abusing thus merely increase body count
538,0.0,1464072906745335809,2021-11-26T03:25:56.000Z,year old temple detonators used lay road allegedly help dmk xa minister u
539,0.0,1464072942875291663,2021-11-26T03:26:05.000Z,trump agenda maga propaganda media goal derail maga agenda lies disinformation misinformation fake anonymous sources yrs continues today ensure marxist democrats obtain retain power u f fa u f f see last months proof
543,0.0,1464073585908088835,2021-11-26T03:28:38.000Z,year old temple detonators used lay road allegedly help dmk xa minister u
547,0.0,1464073716661374980,2021-11-26T03:29:09.000Z,sad angry needless deaths ppl channel immigration policy puts people u
548,0.0,1464073729810448384,2021-11-26T03:29:13.000Z,trump agenda maga propaganda media goal derail maga agenda lies disinformation misinformation f u
555,0.0,1464074118282637314,2021-11-26T03:30:45.000Z,paprika ready whatever takes land man dreams but arrangement dill puts jeo u
556,0.0,1464074187119550465,2021-11-26T03:31:02.000Z,year old temple detonators used lay road allegedly help dmk xa minister u
557,0.0,1464074321501069314,2021-11-26T03:31:34.000Z,constitution founded idea role government protect god given rights u
558,0.0,1464074343969968128,2021-11-26T03:31:39.000Z,strange new worlds better serious planet alien anomaly week vibes bored u cthe entire universe u season long arcs discovery
559,0.0,1464074388567851012,2021-11-26T03:31:50.000Z,maine farmers worried new law may put hard work
561,0.0,1464074558684680193,2021-11-26T03:32:30.000Z,contestant fashion nnancy edelman nthis nice shiny blouse not many contestants wearing u
564,0.0,1464075120704696321,2021-11-26T03:34:44.000Z,theological note nif create account dm brother drop u cn u word doesn u matter good u
566,0.0,1464427561857871873,2021-11-27T02:55:13.000Z,thank thoughtful message amy u ufe f
570,0.0,1464427741797707783,2021-11-27T02:55:56.000Z,stop eating dogs cats bats guys put entire human race
572,0.0,1464427782428147725,2021-11-27T02:56:05.000Z,latest playful news thanks thejeopardyfan funko
573,0.0,1464427837721436160,2021-11-27T02:56:18.000Z,animaladvocate hate calling hunting nit implies difficulty nsome nsome risk nlet call n wildlife u
574,0.0,1464427854586728462,2021-11-27T02:56:22.000Z,stop eating dogs cats bats guys put entire human race
575,0.0,1464427927970332677,2021-11-27T02:56:40.000Z,stop eating dogs cats bats guys put entire human race
577,0.0,1464428052973334529,2021-11-27T02:57:10.000Z,federal regulator cited hospital times july sept incidents behavioral health unit placed patients u cimmediate u indicating patients imminent danger serious injury death n n
579,0.0,1464428074171199488,2021-11-27T02:57:15.000Z,stop eating dogs cats bats guys put entire human race
581,0.0,1464428145952493572,2021-11-27T02:57:32.000Z,stop eating dogs cats bats guys put entire human race
582,0.0,1464428226374250498,2021-11-27T02:57:51.000Z,stonewall double clause fifth amendment us constitution prohibits anyone prosecuted twice u
584,0.0,1464428405974134789,2021-11-27T02:58:34.000Z,maine farmers worried new law may put hard work
588,0.0,1464428531484545024,2021-11-27T02:59:04.000Z,federal regulator cited hospital times july sept incidents behavioral health unit placed pat u
591,0.0,1464428751752777731,2021-11-27T02:59:56.000Z,stonewall double clause fifth amendment us constitution prohibits anyone prosecuted twice u
593,0.0,1464428816638656516,2021-11-27T03:00:12.000Z,federal regulator cited hospital times july sept incidents behavioral health unit placed pat u
595,0.0,1464428852030152705,2021-11-27T03:00:20.000Z,chris tonight reminds young n noh big fan first category round u f
596,0.0,1464428886834528256,2021-11-27T03:00:29.000Z,federal regulator cited hospital times july sept incidents behavioral health unit placed pat u
597,0.0,1464428911614431242,2021-11-27T03:00:34.000Z,switzer single season catch record
598,0.0,1464428963435094017,2021-11-27T03:00:47.000Z,federal regulator cited hospital times july sept incidents behavioral health unit placed pat u
599,0.0,1464428972830179329,2021-11-27T03:00:49.000Z,stonewall double clause fifth amendment us constitution prohibits anyone prosecuted twice u
601,0.0,1464429199041523718,2021-11-27T03:01:43.000Z,reading rainbow old bit watched charm ass brilliant man host
602,0.0,1464429292473962497,2021-11-27T03:02:05.000Z,federal regulator cited hospital times july sept incidents behavioral health unit placed pat u
603,0.0,1464429495117651970,2021-11-27T03:02:54.000Z,biden guest hosting disaster flees every time contestant puts answer form question u
604,0.0,1464429523840212997,2021-11-27T03:03:00.000Z,stonewall double clause fifth amendment us constitution prohibits anyone prosecuted twice u
608,0.0,1464429818984943619,2021-11-27T03:04:11.000Z,animaladvocate hate calling hunting nit implies difficulty nsome nsome risk nlet call n wildlife u
610,0.0,1464429929358049283,2021-11-27T03:04:37.000Z,federal regulator cited hospital times july sept incidents behavioral health unit placed pat u
611,0.0,1464430022400172032,2021-11-27T03:04:59.000Z,hollywood squares nthe price right njeopardy nwheel fortune
616,0.0,1464430323538747392,2021-11-27T03:06:11.000Z,stonewall double clause fifth amendment us constitution prohibits anyone prosecuted twice u
619,0.0,1464430726548373505,2021-11-27T03:07:47.000Z,last word levar burton upside losing u u gig u star trek u gave u
620,0.0,1464430867141459971,2021-11-27T03:08:21.000Z,biden guest hosting disaster flees every time contestant puts answer form question u
622,0.0,1464430967033053189,2021-11-27T03:08:45.000Z,milwaukee bucks hold record made three u single game might tonight
625,0.0,1464431199527575552,2021-11-27T03:09:40.000Z,federal regulator cited hospital times july sept incidents behavioral health unit placed pat u
626,0.0,1464431217365995525,2021-11-27T03:09:44.000Z,federal regulator cited hospital times july sept incidents behavioral health unit placed pat u
629,0.0,1464431595947974661,2021-11-27T03:11:14.000Z,people died u glad like steve u acting but no right put lives cast mates crew u sad maurice retweeted support must keep one another safe wth going take
630,0.0,1464431632153198598,2021-11-27T03:11:23.000Z,today young forced build alternative political party generation messed much future instead building future generations generation simply looted allowed egos destroy little
634,0.0,1464431800298745869,2021-11-27T03:12:03.000Z,u giving mixed emotions doesn u realize hurts u always chill especially emotions
641,0.0,1464432339463938048,2021-11-27T03:14:12.000Z,derozanfan team
642,0.0,1464432360829685763,2021-11-27T03:14:17.000Z,dead ass relationships women unhappy
643,0.0,1464432387614552070,2021-11-27T03:14:23.000Z,ilunga junior makabu vs thabiso mchunu rematch may happen january makabu u canelo fight may canelomakabu makabumchunu n nmore
644,0.0,1464432394241511425,2021-11-27T03:14:25.000Z,brian u remember last isle u game losing streak know sounds insane but think trotz u job may u seen lou fire guys less u scored one goal last games u scored goals total losses something happen
646,0.0,1464432484519755781,2021-11-27T03:14:46.000Z,stonewall double clause fifth amendment us constitution prohibits anyone prosecuted twice u
647,0.0,1464432541029462024,2021-11-27T03:15:00.000Z,india cricket tour south africa likely suspend sports due new covid variant n n omicronvariant coronavirusupdates b variant n n
648,0.0,1464432543852371971,2021-11-27T03:15:00.000Z,nah really stop dealing someone cuz thought manipulative gaslighter but realized nigga believed wtf saying mouth knew mentally ill fr couldnt put life anymore
649,0.0,1464432557907456006,2021-11-27T03:15:04.000Z,cool see gang clue tonight letsmakeadeal
652,0.0,1464432713608437761,2021-11-27T03:15:41.000Z,gerri tress boothwyn pennsylvania died covid nov
656,0.0,1464432919334862853,2021-11-27T03:16:30.000Z,federal regulator cited hospital times july sept incidents behavioral health unit placed pat u
658,0.0,1464433061974716417,2021-11-27T03:17:04.000Z,double not stand
661,0.0,1464433392251019271,2021-11-27T03:18:23.000Z,stonewall double clause fifth amendment us constitution prohibits anyone prosecuted twice u
662,0.0,1464433444142952450,2021-11-27T03:18:35.000Z,eliza not possible prosecution appeal not guilty verdict not tried charges double
663,0.0,1464433496861167621,2021-11-27T03:18:48.000Z,latest episode simon kofe foreign minister tuvalu appeared cop epidemiology professor john swartzberg christopher stucky n n n nagain
666,0.0,1464433746606653443,2021-11-27T03:19:47.000Z,india cricket tour south africa likely suspend sports due new covid variant n n omicronvariant c u
667,0.0,1464433752730443779,2021-11-27T03:19:49.000Z,stonewall double clause fifth amendment us constitution prohibits anyone prosecuted twice u
668,0.0,1464433769843249159,2021-11-27T03:19:53.000Z,simultaneously continuing put precious citizens almighty dollar depopulation agenda full swing people need stop thinking u trying u best us already know better
669,0.0,1464433793310339081,2021-11-27T03:19:58.000Z,derozanfan coordinator
672,0.0,1464434172802572293,2021-11-27T03:21:29.000Z,gray wolves northern rockies serious shares need relistwolvesnow u
676,0.0,1464434426683682817,2021-11-27T03:22:29.000Z,point legal enforceable laws power not
677,0.0,1464434511924678662,2021-11-27T03:22:50.000Z,already lost punish
679,0.0,1464434806628966407,2021-11-27T03:24:00.000Z,florida serious missing bowl game frustrating say least time u
680,0.0,1464434880750571521,2021-11-27T03:24:18.000Z,question bound ruffle many feathers lok sabha disruption cant ruled putting cryptocurrency bill
681,0.0,1464434905094373382,2021-11-27T03:24:23.000Z,critically important understand oleg deripaska double game n non july lawyers u
683,0.0,1464434914833702917,2021-11-27T03:24:26.000Z,markwithanm thought specifically god invented espn nbc manages find channels house event hirebuzzy not know espn constantly mentionedbut not used
685,0.0,1464435000590409734,2021-11-27T03:24:46.000Z,stonewall double clause fifth amendment us constitution prohibits anyone prosecuted twice u
691,0.0,1464435272414908422,2021-11-27T03:25:51.000Z,animaladvocate hate calling hunting nit implies difficulty nsome nsome risk nlet call n wildlife u
692,0.0,1464435341016899590,2021-11-27T03:26:07.000Z,hell tonight u n npreempted joined progress go back beginning joined progr u
696,0.0,1464435798514839561,2021-11-27T03:27:56.000Z,farmaajo forget protecting sovereignty legacy elections rigged watch presidency history books election farma election fairly well term process but afraid outcome different
701,0.0,1464436232658767878,2021-11-27T03:29:40.000Z,something wonder names make gullane maxwell trial john durham hunt hillary
702,0.0,1464436247879991303,2021-11-27T03:29:44.000Z,lou job
703,0.0,1464436266238316553,2021-11-27T03:29:48.000Z,suave question bound ruffle many feathers lok sabha disruption cant ruled putting cryptocurrency b u
706,0.0,1464436305782194176,2021-11-27T03:29:57.000Z,wonder line folks career point
707,0.0,1464436316913864704,2021-11-27T03:30:00.000Z,levar burton upside losing u u gig u star trek u gave would imagine controversies mike richards mayim bialik would come point one goals throughout
709,0.0,1464436472812085248,2021-11-27T03:30:37.000Z,wonder names may come glenn maxwell trial hillary
712,0.0,1464436818565373952,2021-11-27T03:32:00.000Z,but see russell wilson slowing getting back football shape due big day pete carroll knows long tenure hawks head coach could hawks fade finish
713,0.0,1464436871954673666,2021-11-27T03:32:12.000Z,ilunga junior makabu vs thabiso mchunu rematch may happen january makabu u canelo fight may canelo u
716,0.0,1464437043795148803,2021-11-27T03:32:53.000Z,climate change may put conservation areas n na global initiative protect earth gaining momentum u
717,0.0,1464437090796535809,2021-11-27T03:33:05.000Z,last word levar burton upside losing u u gig u star trek u gave via
719,0.0,1464437380522254336,2021-11-27T03:34:14.000Z,india cricket tour south africa likely suspend sports due new covid variant n n omicronvariant c u
728,0.0,1459354407787806724,2021-11-13T02:56:18.000Z,right defend attacked watch tapes life hadn u good possibility would killed
729,0.0,1459354488238587907,2021-11-13T02:56:38.000Z,yoops corrected link previous post wrong date could not edited n n
730,0.0,1459354571730423814,2021-11-13T02:56:58.000Z,safety doctors hospital yet murder happening right inside campus truly h u
733,0.0,1459354829889888260,2021-11-13T02:57:59.000Z,beers regretting absolutely no decisions tonight celebrity u john travolta sean mcvay u keith hernandez
734,0.0,1459354946965442560,2021-11-13T02:58:27.000Z,safety doctors hospital yet murder happening right inside campus truly h u
735,0.0,1459354982696824834,2021-11-13T02:58:36.000Z,bruce schroeder judge guy complete moron bible quotes u use ipad wtf
736,0.0,1459355082588368897,2021-11-13T02:58:59.000Z,gray wolf protected years but n sic u
737,0.0,1459355305570029570,2021-11-13T02:59:53.000Z,baloney ilhans life not but hope tenure congress ungrateful unamerican loser
738,0.0,1459355337354625024,2021-11-13T03:00:00.000Z,l shut tens thousands jobs would lost across region billions dollars economy activit u
740,0.0,1459355387921108997,2021-11-13T03:00:12.000Z,john radcliffe maria u f info vindicates trump puts hillary clinton obama biden schiff legal jeopar u
742,0.0,1459355406778707977,2021-11-13T03:00:17.000Z,sorry hypothetical burglar violates first precept self defense nthe elements self defense law n u aainnocence n u aaimminence ability opportunity n u aaproportionality n u aaavoidance n u aareasonableness subjective objective
743,0.0,1459355503310503937,2021-11-13T03:00:40.000Z,kyle rittenhouse prosecutors wanting jury consider lesser different charges sleazy unconstitutional bait switch also constitutes double robs defense fundamental due process defended charges not
746,0.0,1459355688728100866,2021-11-13T03:01:24.000Z,kyle rittenhouse prosecutors wanting jury consider lesser different charges sleazy unconstitutional bait switch also constitutes double robs defense fundamental due process defended charges not
747,0.0,1459355768252030976,2021-11-13T03:01:43.000Z,judge schroeder keeps getting worse horrific n nno mistrial not cards stunt u
748,0.0,1459355804763443201,2021-11-13T03:01:52.000Z,weiss kyle rittenhouse prosecutors wanting jury consider lesser different charges sleazy unconstitutional bait switch also constitutes double robs defense fundamental due process defended charges not
749,0.0,1459355830017576966,2021-11-13T03:01:58.000Z,bruce schroeder judge guy complete moron bible quotes u use ipad wtf u
750,0.0,1459355946124136450,2021-11-13T03:02:25.000Z,kyle rittenhouse prosecutors wanting jury consider lesser different charges sleazy unconstitutional b u
753,0.0,1459356193491726343,2021-11-13T03:03:24.000Z,keep name
755,0.0,1459356283316879361,2021-11-13T03:03:46.000Z,keep name
756,0.0,1459356286861021189,2021-11-13T03:03:46.000Z,keep name
757,0.0,1459356335456362497,2021-11-13T03:03:58.000Z,keep name
758,0.0,1459356341215006721,2021-11-13T03:03:59.000Z,keep name
759,0.0,1459356346449604612,2021-11-13T03:04:01.000Z,keep name
760,0.0,1459356349712773120,2021-11-13T03:04:01.000Z,keep name
761,0.0,1459356370155630595,2021-11-13T03:04:06.000Z,know trump judge assigned either going let go give day minimum fine count still never produce documents testify committee double means not anything else
762,0.0,1459356370231173124,2021-11-13T03:04:06.000Z,keep name
763,0.0,1459356382277210114,2021-11-13T03:04:09.000Z,don u know look texas states may follow texas women u health care
764,0.0,1459356386240856066,2021-11-13T03:04:10.000Z,keep name
765,0.0,1459356389655015425,2021-11-13T03:04:11.000Z,keep name
766,0.0,1459356390963625984,2021-11-13T03:04:11.000Z,keep name
768,0.0,1459356430352461827,2021-11-13T03:04:21.000Z,confused tweet
769,0.0,1459356436941651968,2021-11-13T03:04:22.000Z,keep name
770,0.0,1459356437436678152,2021-11-13T03:04:22.000Z,keep name
771,0.0,1459356440330657797,2021-11-13T03:04:23.000Z,keep name
772,0.0,1459356462338265092,2021-11-13T03:04:28.000Z,keep name
773,0.0,1459356465538363400,2021-11-13T03:04:29.000Z,
774,0.0,1459356485314613252,2021-11-13T03:04:34.000Z,keep name
775,0.0,1459356491048046601,2021-11-13T03:04:35.000Z,isnt bean dad antisemitic dude
779,0.0,1459356533632950276,2021-11-13T03:04:45.000Z,keep name
780,0.0,1459356536908750850,2021-11-13T03:04:46.000Z,oh shut already
782,0.0,1459356565614514177,2021-11-13T03:04:53.000Z,keep name
783,0.0,1459356572551942147,2021-11-13T03:04:55.000Z,keep name
786,0.0,1459356586846167055,2021-11-13T03:04:58.000Z,keep name
787,0.0,1459356624699621385,2021-11-13T03:05:07.000Z,keep name
788,0.0,1459356634447331329,2021-11-13T03:05:09.000Z,perrydactyl time get
789,0.0,1459356642340913155,2021-11-13T03:05:11.000Z,keep name
791,0.0,1459356657310478340,2021-11-13T03:05:15.000Z,keep name
793,0.0,1459356678848143363,2021-11-13T03:05:20.000Z,keep name
794,0.0,1459356700805410823,2021-11-13T03:05:25.000Z,keep name
795,0.0,1459356715732848642,2021-11-13T03:05:29.000Z,keep name
797,0.0,1459356730740011012,2021-11-13T03:05:32.000Z,keep name
798,0.0,1459356749803126790,2021-11-13T03:05:37.000Z,keep name
799,0.0,1459356754110607365,2021-11-13T03:05:38.000Z,keep name
800,0.0,1459356758325874690,2021-11-13T03:05:39.000Z,
801,0.0,1459356776042688516,2021-11-13T03:05:43.000Z,take advice
802,0.0,1459356805927215105,2021-11-13T03:05:50.000Z,shady not called saladore smh
803,0.0,1459356809752461316,2021-11-13T03:05:51.000Z,go off uncle
804,0.0,1459356815649607684,2021-11-13T03:05:53.000Z,keep name
805,0.0,1459356825753686018,2021-11-13T03:05:55.000Z,keep name
807,0.0,1459356837065617414,2021-11-13T03:05:58.000Z,keep name
808,0.0,1459356848914636803,2021-11-13T03:06:00.000Z,keep name
809,0.0,1459356867897937926,2021-11-13T03:06:05.000Z,bean dad u best friend weird
811,0.0,1459356879352524801,2021-11-13T03:06:08.000Z,keep name
812,0.0,1459356879692382210,2021-11-13T03:06:08.000Z,keep name
817,0.0,1459356941310849029,2021-11-13T03:06:23.000Z,keep name
819,0.0,1459356960025759746,2021-11-13T03:06:27.000Z,u even watch show anymore tbh showed poor judgement entirety hosting u csearch u rigged mike richards mike richards u favor failing properly vet anti science nuts like oz rodgers done imo
820,0.0,1459356967130988546,2021-11-13T03:06:29.000Z,morons
821,0.0,1459356978971430914,2021-11-13T03:06:31.000Z,keep name
822,0.0,1459356981492387844,2021-11-13T03:06:32.000Z,keep name
824,0.0,1459357012056326146,2021-11-13T03:06:39.000Z,ken jennings sucks hist opinion gives glare contests either not know give wrong answers
825,0.0,1459357018813345797,2021-11-13T03:06:41.000Z,keep name
826,0.0,1459357019715026946,2021-11-13T03:06:41.000Z,keep name
828,0.0,1459357053231656967,2021-11-13T03:06:49.000Z,not enjoy ken jennings
829,0.0,1459357055106564097,2021-11-13T03:06:50.000Z,keep name
830,0.0,1459357073775509504,2021-11-13T03:06:54.000Z,cousin puts life vehicle one time imma jaw shit park
831,0.0,1459357091122974727,2021-11-13T03:06:58.000Z,nah
832,0.0,1459357108676313090,2021-11-13T03:07:02.000Z,keep name
833,0.0,1459357111834529799,2021-11-13T03:07:03.000Z,keep name
834,0.0,1459357114196017153,2021-11-13T03:07:04.000Z,keep name
835,0.0,1459357131023466497,2021-11-13T03:07:08.000Z,aint us fucked uncle aint watched shit since
836,0.0,1459357133028225026,2021-11-13T03:07:08.000Z,host search helped us learn team post alex trebek traaaaaassssh levar dodged bullet
837,0.0,1459357133762224128,2021-11-13T03:07:08.000Z,far fallen u f
838,0.0,1459357147683344385,2021-11-13T03:07:12.000Z,keep name
839,0.0,1459357159427244042,2021-11-13T03:07:15.000Z,getting scholarships takes away financial concerns student go but modi government power u
841,0.0,1459357170487545864,2021-11-13T03:07:17.000Z,ever since nta started conducting examinations scam surrounding exams also rise students caree u
842,0.0,1459357182772846594,2021-11-13T03:07:20.000Z,miss something no longer potential host show done
844,0.0,1459357194751819783,2021-11-13T03:07:23.000Z,sut da fuk
845,0.0,1459357202565804035,2021-11-13T03:07:25.000Z,keep name
846,0.0,1459357214565535751,2021-11-13T03:07:28.000Z,keep name
848,0.0,1459357237256806401,2021-11-13T03:07:33.000Z,keep name
849,0.0,1459357286003007489,2021-11-13T03:07:45.000Z,morons
850,0.0,1459357304311083008,2021-11-13T03:07:49.000Z,keep name
853,0.0,1459357348359806977,2021-11-13T03:08:00.000Z,keep name
855,0.0,1459357354219159563,2021-11-13T03:08:01.000Z,keep name
857,0.0,1459357361353732103,2021-11-13T03:08:03.000Z,keep name
858,0.0,1459357361710067715,2021-11-13T03:08:03.000Z,u right blew
859,0.0,1459357364314787841,2021-11-13T03:08:03.000Z,keep name
860,0.0,1459357368832167939,2021-11-13T03:08:04.000Z,keep name
861,0.0,1459357400402694148,2021-11-13T03:08:12.000Z,ableist trash
862,0.0,1459357401778319362,2021-11-13T03:08:12.000Z,keep name
865,0.0,1459357460842434564,2021-11-13T03:08:26.000Z,keep name
866,0.0,1459357487577112577,2021-11-13T03:08:33.000Z,one china prominent organizations sexual minorities shut online channels since facing shri u
868,0.0,1459357511950249995,2021-11-13T03:08:39.000Z,keep name
870,0.0,1459357521903243266,2021-11-13T03:08:41.000Z,keep name
871,0.0,1459357530044481537,2021-11-13T03:08:43.000Z,keep name
872,0.0,1459357531529175043,2021-11-13T03:08:43.000Z,keep name
873,0.0,1459357536965046276,2021-11-13T03:08:45.000Z,keep name
874,0.0,1459357541427826695,2021-11-13T03:08:46.000Z,damn right not get chance disrespect twice still salty everything went kmt
876,0.0,1459357570964115460,2021-11-13T03:08:53.000Z,sinking ship u glad u no longer affiliated honestly u beneath
877,0.0,1459357629440880642,2021-11-13T03:09:07.000Z,no celeb touching pile hot ableist racist garbage dead brand doesn u know yet
878,0.0,1459357631760506880,2021-11-13T03:09:07.000Z,keep name
879,0.0,1459357635199787011,2021-11-13T03:09:08.000Z,keep name
880,0.0,1459357649972215813,2021-11-13T03:09:11.000Z,horse done gone thru gate u f
881,0.0,1459357694838640641,2021-11-13T03:09:22.000Z,trouble n ncaught sexual molestation naccidentally murdered someone two nsuddenly indicted nis promot u
882,0.0,1459357694851092483,2021-11-13T03:09:22.000Z,lol bitter
883,0.0,1459357699695689728,2021-11-13T03:09:23.000Z,tasteless classless boring u f
884,0.0,1459357720767868932,2021-11-13T03:09:28.000Z,jeppadee dead
885,0.0,1459357737398288384,2021-11-13T03:09:32.000Z,keep name
886,0.0,1459357744163479553,2021-11-13T03:09:34.000Z,keep name
887,0.0,1459357776107429890,2021-11-13T03:09:42.000Z,keep name
888,0.0,1459357788933558276,2021-11-13T03:09:45.000Z,keep name
890,0.0,1459357806650437634,2021-11-13T03:09:49.000Z,dude realize insulting levarburton rudeeee
891,0.0,1459357808093286404,2021-11-13T03:09:49.000Z,keep name
892,0.0,1459357811075342340,2021-11-13T03:09:50.000Z,not know double
893,0.0,1459357822685229058,2021-11-13T03:09:53.000Z,keep name
895,0.0,1459357854985424898,2021-11-13T03:10:00.000Z,keep name
896,0.0,1459357873868185602,2021-11-13T03:10:05.000Z,don u deserve
897,0.0,1459357886157660164,2021-11-13T03:10:08.000Z,keep name
898,0.0,1459357925344878593,2021-11-13T03:10:17.000Z,mf put family trynna play gangsta wit real demons u f u f fe u u ufe f u f
900,0.0,1459357928926834688,2021-11-13T03:10:18.000Z,keep name
901,0.0,1459357938905137154,2021-11-13T03:10:20.000Z,keep name
902,0.0,1459357961185337345,2021-11-13T03:10:26.000Z,keep name
903,0.0,1459357979396898822,2021-11-13T03:10:30.000Z,dont deserve anyways
905,0.0,1459358059076231168,2021-11-13T03:10:49.000Z,j u aco xa not worthy levar burton don u even belong sentence take look u book u f
906,0.0,1459358159479447557,2021-11-13T03:11:13.000Z,keep name
907,0.0,1459358173857341444,2021-11-13T03:11:16.000Z,keep name
908,0.0,1459358176986419202,2021-11-13T03:11:17.000Z,agreed opportunity blew
909,0.0,1459358207634251779,2021-11-13T03:11:24.000Z,keep name
